FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2014/15,Fraser,Langley Memorial Hospital,Sphincterotomy,0,<5,,
2014/15,Fraser,Peace Arch Hospital,Sphincterotomy,0,<5,,
2014/15,Fraser,Surrey Memorial Hospital,Sphincterotomy,0,<5,,
2014/15,Interior,Elk Valley Hospital,Sphincterotomy,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Sphincterotomy,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Sphincterotomy,0,<5,,
2014/15,Northern,Fort St John General Hospital,Sphincterotomy,0,<5,,
2014/15,Northern,St. John Hospital,Sphincterotomy,0,<5,,
2014/15,Northern,The University Hospital Of Northern British Columbia,Sphincterotomy,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Sphincterotomy,0,5,6.0,18.0
2014/15,Vancouver Island,Campbell River And District General Hospital,Sphincterotomy,0,<5,,
2014/15,Vancouver Island,Royal Jubilee Hospital,Sphincterotomy,0,<5,,
2014/15,Vancouver Island,St. Joseph'S General Hospital,Sphincterotomy,0,<5,,
2014/15,Vancouver Island,West Coast General Hospital,Sphincterotomy,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Spinal/Back Surgery,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Spinal/Back Surgery,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Spinal/Back Surgery,0,16,3.2,12.5
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Spinal/Back Surgery,0,12,1.1,2.6
2014/15,Fraser,Delta Hospital,Tendon Surgery,0,6,3.0,13.6
2014/15,Fraser,Ridge Meadows Hospital,Tendon Surgery,0,7,2.6,17.3
2014/15,Northern,Bulkley Valley District Hospital,Tendon Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Tendon Surgery,0,5,3.6,10.6
2014/15,Northern,G.R. Baker Memorial Hospital,Tendon Surgery,0,5,5.9,8.6
2014/15,Northern,Mills Memorial Hospital,Tendon Surgery,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Tendon Surgery,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Tendon Surgery,0,11,0.6,21.4
2014/15,Vancouver Island,West Coast General Hospital,Tendon Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Thoracotomy,0,<5,,
2014/15,Vancouver Coastal,St. Paul'S Hospital,Thoracotomy,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Thyroidectomy,0,8,7.0,10.6
2014/15,Fraser,Delta Hospital,Thyroidectomy,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Ear Surgery,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Other Ear Surgery,0,<5,,
2014/15,Interior,Royal Inland Hospital,Other Ear Surgery,0,15,4.4,15.9
2014/15,Interior,Summerland Memorial Health Centre,Other Ear Surgery,0,5,3.9,7.3
2014/15,Interior,Vernon Jubilee Hospital,Other Ear Surgery,0,<5,,
2014/15,Northern,G.R. Baker Memorial Hospital,Other Ear Surgery,0,<5,,
2014/15,Northern,Kitimat General Hospital,Other Ear Surgery,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Other Ear Surgery,0,<5,,
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Other Ear Surgery,0,5,6.7,14.6
2014/15,Vancouver Coastal,Squamish General Hospital,Other Ear Surgery,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Other Ear Surgery,0,5,11.6,32.6
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Other Ear Surgery,0,<5,,
2014/15,Vancouver Island,Royal Jubilee Hospital,Other Ear Surgery,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Other Eye Surgery,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Other Eye Surgery,0,<5,,
2014/15,Interior,Kootenay Boundary Regional Hospital,Other Eye Surgery,0,<5,,
2014/15,Interior,Penticton Regional Hospital,Other Eye Surgery,0,<5,,
2014/15,Interior,Royal Inland Hospital,Other Eye Surgery,0,35,0.1,4.9
2014/15,Northern,St. John Hospital,Other Eye Surgery,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Other Eye Surgery,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Other Eye Surgery,0,<5,,
2014/15,Interior,Elk Valley Hospital,Other Joint Reconstruction,0,<5,,
2014/15,Interior,Golden And District General Hospital,Other Joint Reconstruction,0,<5,,
2014/15,Interior,Kootenay Lake Hospital,Other Joint Reconstruction,0,6,5.0,6.6
2014/15,Interior,Queen Victoria Hospital,Other Joint Reconstruction,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Other Joint Reconstruction,0,<5,,
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Other Joint Reconstruction,0,7,3.4,20.4
2014/15,Vancouver Coastal,Powell River General Hospital,Other Joint Reconstruction,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Other Orthopaedic Surgery,0,6,1.4,2.6
2014/15,Vancouver Coastal,Powell River General Hospital,Other Orthopaedic Surgery,0,8,4.5,15.7
2014/15,Vancouver Coastal,Sechelt Hospital,Other Orthopaedic Surgery,0,5,2.6,2.8
2014/15,Vancouver Island,West Coast General Hospital,Other Orthopaedic Surgery,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Other Urology Surgery,0,69,1.9,5.9
2014/15,Interior,Kootenay Lake Hospital,Other Urology Surgery,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Other Urology Surgery,0,6,4.6,11.7
2014/15,Vancouver Coastal,Squamish General Hospital,Other Urology Surgery,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Other Urology Surgery,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Parotidectomy,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Parotidectomy,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Parotidectomy,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Parotidectomy,0,<5,,
2014/15,Northern,Fort St John General Hospital,Parotidectomy,0,<5,,
2014/15,Northern,The University Hospital Of Northern British Columbia,Parotidectomy,0,9,15.1,29.1
2014/15,Vancouver Coastal,Powell River General Hospital,Parotidectomy,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Prostate Surgery,0,5,4.1,5.3
2014/15,Northern,Mills Memorial Hospital,Prostate Surgery,0,9,3.3,4.4
2014/15,Northern,Prince Rupert Regional Hospital,Prostate Surgery,0,8,0.9,3.0
2014/15,Vancouver Island,Campbell River And District General Hospital,Prostate Surgery,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Rectal Surgery,0,8,5.9,39.2
2014/15,Interior,Golden And District General Hospital,Rectal Surgery,0,6,1.8,9.3
2014/15,Interior,Queen Victoria Hospital,Rectal Surgery,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Rectal Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Rectal Surgery,0,<5,,
2014/15,Northern,Kitimat General Hospital,Rectal Surgery,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Rectal Surgery,0,7,1.0,4.3
2014/15,Northern,Prince Rupert Regional Hospital,Rectal Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Rectal Surgery,0,11,3.9,8.4
2014/15,Vancouver Coastal,Sechelt Hospital,Rectal Surgery,0,6,3.9,37.3
2014/15,Vancouver Coastal,Squamish General Hospital,Rectal Surgery,0,<5,,
2014/15,Interior,Kelowna General Hospital,Rib Resection,0,<5,,
2014/15,Northern,The University Hospital Of Northern British Columbia,Rib Resection,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Rib Resection,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Scope of Chest,0,11,0.9,2.0
2014/15,Fraser,Langley Memorial Hospital,Ligament Surgery,0,<5,,
2014/15,Fraser,Ridge Meadows Hospital,Ligament Surgery,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Ligament Surgery,0,8,0.6,1.0
2014/15,Fraser,Surrey Memorial Hospital,Ligament Surgery,0,<5,,
2014/15,Interior,Penticton Regional Hospital,Ligament Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Ligament Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Ligament Surgery,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Ligament Surgery,0,<5,,
2014/15,Vancouver Coastal,St. Paul'S Hospital,Ligament Surgery,0,6,2.9,14.2
2014/15,Vancouver Island,Cowichan District Hospital,Ligament Surgery,0,<5,,
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Ligament Surgery,0,6,5.1,11.0
2014/15,Vancouver Island,Royal Jubilee Hospital,Ligament Surgery,0,<5,,
2014/15,Fraser,Abbotsford Regional Hospital And Cancer Centre,Lipectomy,0,<5,,
2014/15,Fraser,Delta Hospital,Lipectomy,0,<5,,
2014/15,Fraser,Pattison Outpatient Centre,Lipectomy,0,<5,,
2014/15,Fraser,Peace Arch Hospital,Lipectomy,0,<5,,
2014/15,Fraser,Surrey Memorial Hospital,Lipectomy,0,<5,,
2014/15,Interior,Royal Inland Hospital,Lipectomy,0,12,2.1,6.1
2014/15,Northern,Dawson Creek And District Hospital,Lipectomy,0,<5,,
2014/15,Northern,Kitimat General Hospital,Lipectomy,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Lipectomy,0,8,0.0,4.8
2014/15,Northern,St. John Hospital,Lipectomy,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Lung Surgery,0,<5,,
2014/15,Vancouver Island,Victoria General Hospital,Lung Surgery,0,<5,,
2014/15,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,0,40,2.2,4.5
2014/15,Fraser,Royal Columbian Hospital,Male Reproductive Surgery,0,5,5.1,12.6
2014/15,Interior,Creston Valley Hospital,Male Reproductive Surgery,0,8,6.5,10.3
2014/15,Northern,G.R. Baker Memorial Hospital,Male Reproductive Surgery,0,8,4.1,18.6
2014/15,Northern,Kitimat General Hospital,Male Reproductive Surgery,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Male Reproductive Surgery,0,7,1.1,2.6
2014/15,Vancouver Coastal,Powell River General Hospital,Male Reproductive Surgery,0,10,3.7,7.5
2014/15,Vancouver Coastal,Vancouver General Hospital,Male Reproductive Surgery,0,36,2.8,7.2
2014/15,Fraser,Langley Memorial Hospital,Mastectomy,0,18,2.7,3.9
2014/15,Interior,Cariboo Memorial Hospital,Mastectomy,0,34,1.1,4.1
2014/15,Northern,Bulkley Valley District Hospital,Mastectomy,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Mastectomy,0,34,0.1,3.7
2014/15,Northern,Prince Rupert Regional Hospital,Mastectomy,0,<5,,
2014/15,Northern,St. John Hospital,Mastectomy,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Mastectomy,0,30,2.9,5.8
2014/15,Fraser,Eagle Ridge Hospital,Mastoidectomy,0,<5,,
2014/15,Interior,East Kootenay Regional Hospital,Mastoidectomy,0,<5,,
2014/15,Interior,Royal Inland Hospital,Mastoidectomy,0,15,2.1,24.2
2014/15,Northern,Mills Memorial Hospital,Mastoidectomy,0,5,0.0,4.4
2014/15,Fraser,Peace Arch Hospital,Myringotomy,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Myringotomy,0,7,3.1,29.9
2014/15,Northern,Prince Rupert Regional Hospital,Myringotomy,0,<5,,
2014/15,Northern,St. John Hospital,Myringotomy,0,16,8.4,13.9
2014/15,Northern,Wrinch Memorial Hospital,Myringotomy,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Myringotomy,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Myringotomy,0,<5,,
2014/15,Vancouver Coastal,Vancouver General Hospital,Myringotomy,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Myringotomy,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Nasal Surgery,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Nasal Surgery,0,5,1.0,1.0
2014/15,Northern,St. John Hospital,Nasal Surgery,0,10,11.4,25.7
2014/15,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,0,15,4.7,12.5
2014/15,Fraser,Chilliwack General Hospital,Nerve Surgery,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Nerve Surgery,0,17,3.6,6.7
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Nerve Surgery,0,15,2.7,15.1
2014/15,Fraser,Delta Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Fraser,Peace Arch Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Interior,Queen Victoria Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Interior,Summerland Memorial Health Centre,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Northern,G.R. Baker Memorial Hospital,Oral Cavity & Pharynx Surgery,0,<5,,
2014/15,Interior,Creston Valley Hospital,Hand/Wrist Surgery,0,19,2.6,9.9
2014/15,Interior,Lillooet Hospital And Health Centre,Hand/Wrist Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Hand/Wrist Surgery,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,0,27,0.0,5.2
2014/15,Northern,Wrinch Memorial Hospital,Hand/Wrist Surgery,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Hand/Wrist Surgery,0,11,4.1,8.9
2014/15,Vancouver Coastal,Squamish General Hospital,Hand/Wrist Surgery,0,5,1.4,5.1
2014/15,Interior,Lillooet Hospital And Health Centre,Hernia Repair - Abdominal,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Hernia Repair - Hiatal,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Hernia Repair - Hiatal,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Hernia Repair - Hiatal,0,<5,,
2014/15,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Kidney/Bladder Stone Removal,0,<5,,
2014/15,Vancouver Coastal,Lions Gate Hospital,Kidney/Bladder Stone Removal,0,6,2.6,5.9
2014/15,Vancouver Island,Campbell River And District General Hospital,Kidney/Bladder Stone Removal,0,<5,,
2014/15,Vancouver Island,Cowichan District Hospital,Kidney/Bladder Stone Removal,0,17,3.1,6.8
2014/15,Northern,Bulkley Valley District Hospital,Knee - ACL Repair,0,<5,,
2014/15,Fraser,Delta Hospital,Knee - Meniscectomy,0,5,12.0,15.4
2014/15,Interior,Golden And District General Hospital,Knee - Meniscectomy,0,10,1.1,1.9
2014/15,Interior,Queen Victoria Hospital,Knee - Meniscectomy,0,25,3.9,7.5
2014/15,Northern,Bulkley Valley District Hospital,Knee - Meniscectomy,0,17,0.1,20.1
2014/15,Northern,Dawson Creek And District Hospital,Knee - Meniscectomy,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Knee - Meniscectomy,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Knee Arthroscopy,0,<5,,
2014/15,Vancouver Coastal,Squamish General Hospital,Knee Arthroscopy,0,<5,,
2014/15,Fraser,Delta Hospital,Knee Replacement,0,<5,,
2014/15,Interior,Elk Valley Hospital,Knee Replacement,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Laparoscopy,0,8,5.8,30.4
2014/15,Northern,Fort St John General Hospital,Laparoscopy,0,7,1.3,4.9
2014/15,Northern,G.R. Baker Memorial Hospital,Laparoscopy,0,<5,,
2014/15,Northern,Kitimat General Hospital,Laparoscopy,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Laparoscopy,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Laparoscopy,0,<5,,
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Laparoscopy,0,6,1.4,3.6
2014/15,Vancouver Coastal,Powell River General Hospital,Laparoscopy,0,7,3.0,12.5
2014/15,Vancouver Coastal,Sechelt Hospital,Laparoscopy,0,10,3.5,6.0
2014/15,Vancouver Coastal,St. Paul'S Hospital,Laparoscopy,0,12,7.1,31.4
2014/15,Fraser,Burnaby Hospital,Laparotomy,0,18,3.8,18.3
2014/15,Fraser,Chilliwack General Hospital,Laparotomy,0,15,5.1,11.7
2014/15,Fraser,Peace Arch Hospital,Laparotomy,0,10,4.0,7.3
2014/15,Interior,East Kootenay Regional Hospital,Laparotomy,0,<5,,
2014/15,Interior,Kelowna General Hospital,Laparotomy,0,23,3.7,26.7
2014/15,Interior,Penticton Regional Hospital,Laparotomy,0,8,2.9,5.8
2014/15,Interior,Vernon Jubilee Hospital,Laparotomy,0,7,4.9,7.7
2014/15,Northern,Dawson Creek And District Hospital,Laparotomy,0,<5,,
2014/15,Northern,Fort St John General Hospital,Laparotomy,0,<5,,
2014/15,Northern,G.R. Baker Memorial Hospital,Laparotomy,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Laparotomy,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Laparotomy,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Laparotomy,0,19,0.3,1.4
2014/15,Provincial Health Services Authority,B.C. Women'S Hospital,Laparotomy,0,<5,,
2014/15,Vancouver Coastal,Mount Saint Joseph Hospital,Laparotomy,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Laparotomy,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Laparotomy,0,16,6.6,20.6
2014/15,Vancouver Island,Campbell River And District General Hospital,Laparotomy,0,<5,,
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Laparotomy,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Interior,East Kootenay Regional Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Interior,Kelowna General Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Interior,Kootenay Lake Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Lens & Vitreous (non-cataract) Surgery,0,6,2.9,7.3
2014/15,Vancouver Coastal,Powell River General Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Lens & Vitreous (non-cataract) Surgery,0,<5,,
2014/15,Fraser,Delta Hospital,Ligament Surgery,0,<5,,
2014/15,Vancouver Coastal,St. Paul'S Hospital,Fistula Repair - Non Vascular,0,7,5.6,22.3
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Fistula Repair - Non Vascular,0,<5,,
2014/15,Fraser,Burnaby Hospital,Foot/Ankle Surgery,0,16,3.7,13.1
2014/15,Interior,Golden And District General Hospital,Foot/Ankle Surgery,0,<5,,
2014/15,Northern,Dawson Creek And District Hospital,Foot/Ankle Surgery,0,<5,,
2014/15,Northern,Fort St John General Hospital,Foot/Ankle Surgery,0,<5,,
2014/15,Vancouver Coastal,Ubc Health Sciences Centre,Foot/Ankle Surgery,0,<5,,
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Foot/Ankle Surgery,0,<5,,
2014/15,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foreign Body Removal Surgery,0,<5,,
2014/15,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,0,6,1.0,2.9
2014/15,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,0,7,1.6,15.8
2014/15,Fraser,Pattison Outpatient Centre,Foreign Body Removal Surgery,0,<5,,
2014/15,Fraser,Peace Arch Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,Cariboo Memorial Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,East Kootenay Regional Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,Kelowna General Hospital,Foreign Body Removal Surgery,0,5,9.1,38.2
2014/15,Interior,Kootenay Boundary Regional Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,Penticton Regional Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,Queen Victoria Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Foreign Body Removal Surgery,0,15,2.4,6.9
2014/15,Interior,Summerland Memorial Health Centre,Foreign Body Removal Surgery,0,<5,,
2014/15,Northern,Mills Memorial Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Northern,St. John Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Foreign Body Removal Surgery,0,16,0.7,5.1
2014/15,Vancouver Coastal,Lions Gate Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Vancouver Coastal,Powell River General Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Vancouver Coastal,Sechelt Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Vancouver Island,St. Joseph'S General Hospital,Foreign Body Removal Surgery,0,<5,,
2014/15,Fraser,Delta Hospital,Fracture Repair,0,9,0.9,1.8
2014/15,Fraser,Ridge Meadows Hospital,Fracture Repair,0,13,0.9,8.5
2014/15,Interior,Shuswap Lake General Hospital,Fracture Repair,0,<5,,
2014/15,Northern,Bulkley Valley District Hospital,Fracture Repair,0,<5,,
2014/15,Northern,Fort St John General Hospital,Fracture Repair,0,<5,,
2014/15,Northern,Prince Rupert Regional Hospital,Fracture Repair,0,6,1.6,6.9
2014/15,Vancouver Coastal,Powell River General Hospital,Fracture Repair,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Fracture Repair,0,<5,,
2014/15,Fraser,Abbotsford Regional Hospital And Cancer Centre,Free Flap Graft,0,<5,,
2014/15,Fraser,Burnaby Hospital,Free Flap Graft,0,<5,,
2014/15,Fraser,Delta Hospital,Free Flap Graft,0,<5,,
2014/15,Fraser,Royal Columbian Hospital,Free Flap Graft,0,<5,,
2014/15,Fraser,Surrey Memorial Hospital,Free Flap Graft,0,<5,,
2014/15,Interior,Shuswap Lake General Hospital,Free Flap Graft,0,<5,,
2014/15,Provincial Health Services Authority,B.C. Children'S Hospital,Free Flap Graft,0,<5,,
2014/15,Vancouver Coastal,St. Paul'S Hospital,Free Flap Graft,0,<5,,
2014/15,Vancouver Island,Campbell River And District General Hospital,Free Flap Graft,0,5,3.3,24.9
2014/15,Vancouver Island,Nanaimo Regional General Hospital,Free Flap Graft,0,<5,,
2014/15,Vancouver Island,Saanich Peninsula Hospital,Free Flap Graft,0,<5,,
